学号	姓名	学院	地区
121060014	JPvcCVa19	其他学院	7区
131060014	JPvcCVb19	其他学院	2区
121050014	JPvcCVa20	其他学院	13区
131050014	JPvcCVb20	其他学院	12区
121040014	JPvcCVa21	其他学院	7区
131040014	JPvcCVb21	其他学院	5区
121030014	JPvcCVa22	其他学院	2区
131030014	JPvcCVb22	其他学院	5区
121020014	JPvcCVa23	其他学院	12区
131020014	JPvcCVb23	其他学院	6区
121010014	JPvcCVa24	其他学院	9区
131010014	JPvcCVb24	其他学院	1区
121250015	GwynEUa	软件学院	9区
131250015	GwynEUb	软件学院	3区
121240015	GwynEUa1	其他学院	9区
131240015	GwynEUb1	其他学院	13区
121230015	GwynEUa2	其他学院	3区
131230015	GwynEUb2	其他学院	5区
121220015	GwynEUa3	其他学院	12区
131220015	GwynEUb3	其他学院	4区
121210015	GwynEUa4	其他学院	7区
131210015	GwynEUb4	其他学院	4区
121200015	GwynEUa5	其他学院	7区
131200015	GwynEUb5	其他学院	3区
121190015	GwynEUa6	其他学院	9区
131190015	GwynEUb6	其他学院	8区
121180015	GwynEUa7	其他学院	4区
131180015	GwynEUb7	其他学院	10区
121170015	GwynEUa8	其他学院	8区
131170015	GwynEUb8	其他学院	3区
121160015	GwynEUa9	其他学院	6区
131160015	GwynEUb9	其他学院	1区
121150015	GwynEUa10	其他学院	5区
131150015	GwynEUb10	其他学院	13区
121140015	GwynEUa11	其他学院	10区
131140015	GwynEUb11	其他学院	10区
121130015	GwynEUa12	其他学院	5区
131130015	GwynEUb12	其他学院	8区
121120015	GwynEUa13	其他学院	8区
131120015	GwynEUb13	其他学院	6区
121110015	GwynEUa14	其他学院	1区
131110015	GwynEUb14	其他学院	9区
121100015	GwynEUa15	其他学院	12区
131100015	GwynEUb15	其他学院	7区
121090015	GwynEUa16	其他学院	5区
131090015	GwynEUb16	其他学院	3区
121080015	GwynEUa17	其他学院	12区
131080015	GwynEUb17	其他学院	10区
121070015	GwynEUa18	其他学院	7区
131070015	GwynEUb18	其他学院	9区
121060015	GwynEUa19	其他学院	4区
131060015	GwynEUb19	其他学院	4区
121050015	GwynEUa20	其他学院	4区
131050015	GwynEUb20	其他学院	7区
121040015	GwynEUa21	其他学院	12区
131040015	GwynEUb21	其他学院	13区
121030015	GwynEUa22	其他学院	3区
131030015	GwynEUb22	其他学院	6区
121020015	GwynEUa23	其他学院	8区
131020015	GwynEUb23	其他学院	6区
121010015	GwynEUa24	其他学院	7区
131010015	GwynEUb24	其他学院	1区
121250016	FrCEBMa	软件学院	11区
131250016	FrCEBMb	软件学院	4区
121240016	FrCEBMa1	其他学院	6区
131240016	FrCEBMb1	其他学院	2区
121230016	FrCEBMa2	其他学院	2区
131230016	FrCEBMb2	其他学院	6区
121220016	FrCEBMa3	其他学院	3区
131220016	FrCEBMb3	其他学院	9区
121210016	FrCEBMa4	其他学院	2区
131210016	FrCEBMb4	其他学院	11区
121200016	FrCEBMa5	其他学院	4区
131200016	FrCEBMb5	其他学院	11区
121190016	FrCEBMa6	其他学院	8区
131190016	FrCEBMb6	其他学院	12区
121180016	FrCEBMa7	其他学院	4区
131180016	FrCEBMb7	其他学院	1区
121170016	FrCEBMa8	其他学院	11区
131170016	FrCEBMb8	其他学院	7区
121160016	FrCEBMa9	其他学院	13区
131160016	FrCEBMb9	其他学院	8区
121150016	FrCEBMa10	其他学院	8区
131150016	FrCEBMb10	其他学院	12区
121140016	FrCEBMa11	其他学院	8区
131140016	FrCEBMb11	其他学院	2区
121130016	FrCEBMa12	其他学院	2区
131130016	FrCEBMb12	其他学院	7区
121120016	FrCEBMa13	其他学院	6区
131120016	FrCEBMb13	其他学院	2区
121110016	FrCEBMa14	其他学院	13区
131110016	FrCEBMb14	其他学院	6区
121100016	FrCEBMa15	其他学院	3区
131100016	FrCEBMb15	其他学院	10区
121090016	FrCEBMa16	其他学院	13区
131090016	FrCEBMb16	其他学院	3区
121080016	FrCEBMa17	其他学院	11区
131080016	FrCEBMb17	其他学院	13区
121070016	FrCEBMa18	其他学院	10区
131070016	FrCEBMb18	其他学院	6区
121060016	FrCEBMa19	其他学院	8区
131060016	FrCEBMb19	其他学院	12区
121050016	FrCEBMa20	其他学院	3区
131050016	FrCEBMb20	其他学院	8区
121040016	FrCEBMa21	其他学院	13区
131040016	FrCEBMb21	其他学院	11区
121030016	FrCEBMa22	其他学院	2区
131030016	FrCEBMb22	其他学院	9区
121020016	FrCEBMa23	其他学院	3区
131020016	FrCEBMb23	其他学院	13区
121010016	FrCEBMa24	其他学院	1区
131010016	FrCEBMb24	其他学院	4区
121250017	hTAVUZa	软件学院	4区
131250017	hTAVUZb	软件学院	2区
121240017	hTAVUZa1	其他学院	6区
131240017	hTAVUZb1	其他学院	4区
121230017	hTAVUZa2	其他学院	2区
131230017	hTAVUZb2	其他学院	8区
121220017	hTAVUZa3	其他学院	3区
131220017	hTAVUZb3	其他学院	11区
121210017	hTAVUZa4	其他学院	12区
131210017	hTAVUZb4	其他学院	6区
121200017	hTAVUZa5	其他学院	1区
131200017	hTAVUZb5	其他学院	13区
121190017	hTAVUZa6	其他学院	6区
131190017	hTAVUZb6	其他学院	1区
121180017	hTAVUZa7	其他学院	2区
131180017	hTAVUZb7	其他学院	13区
121170017	hTAVUZa8	其他学院	12区
131170017	hTAVUZb8	其他学院	3区
121160017	hTAVUZa9	其他学院	11区
131160017	hTAVUZb9	其他学院	5区
121150017	hTAVUZa10	其他学院	5区
131150017	hTAVUZb10	其他学院	2区
121140017	hTAVUZa11	其他学院	4区
131140017	hTAVUZb11	其他学院	9区
121130017	hTAVUZa12	其他学院	8区
131130017	hTAVUZb12	其他学院	11区
121120017	hTAVUZa13	其他学院	11区
131120017	hTAVUZb13	其他学院	13区
121110017	hTAVUZa14	其他学院	12区
131110017	hTAVUZb14	其他学院	4区
121100017	hTAVUZa15	其他学院	11区
131100017	hTAVUZb15	其他学院	9区
121090017	hTAVUZa16	其他学院	1区
131090017	hTAVUZb16	其他学院	1区
121080017	hTAVUZa17	其他学院	8区
131080017	hTAVUZb17	其他学院	7区
121070017	hTAVUZa18	其他学院	7区
131070017	hTAVUZb18	其他学院	11区
121060017	hTAVUZa19	其他学院	8区
131060017	hTAVUZb19	其他学院	3区
121050017	hTAVUZa20	其他学院	12区
131050017	hTAVUZb20	其他学院	3区
121040017	hTAVUZa21	其他学院	10区
131040017	hTAVUZb21	其他学院	9区
121030017	hTAVUZa22	其他学院	9区
131030017	hTAVUZb22	其他学院	4区
121020017	hTAVUZa23	其他学院	1区
131020017	hTAVUZb23	其他学院	1区
121010017	hTAVUZa24	其他学院	1区
131010017	hTAVUZb24	其他学院	3区
121250018	yHbeuja	软件学院	6区
131250018	yHbeujb	软件学院	3区
121240018	yHbeuja1	其他学院	1区
131240018	yHbeujb1	其他学院	4区
121230018	yHbeuja2	其他学院	12区
131230018	yHbeujb2	其他学院	11区
121220018	yHbeuja3	其他学院	9区
131220018	yHbeujb3	其他学院	13区
121210018	yHbeuja4	其他学院	9区
131210018	yHbeujb4	其他学院	5区
121200018	yHbeuja5	其他学院	9区
131200018	yHbeujb5	其他学院	2区
121190018	yHbeuja6	其他学院	10区
131190018	yHbeujb6	其他学院	13区
121180018	yHbeuja7	其他学院	8区
131180018	yHbeujb7	其他学院	4区
121170018	yHbeuja8	其他学院	3区
131170018	yHbeujb8	其他学院	10区
121160018	yHbeuja9	其他学院	1区
131160018	yHbeujb9	其他学院	11区
121150018	yHbeuja10	其他学院	7区
131150018	yHbeujb10	其他学院	8区
121140018	yHbeuja11	其他学院	9区
131140018	yHbeujb11	其他学院	11区
121130018	yHbeuja12	其他学院	5区
131130018	yHbeujb12	其他学院	10区
121120018	yHbeuja13	其他学院	13区
131120018	yHbeujb13	其他学院	2区
121110018	yHbeuja14	其他学院	11区
131110018	yHbeujb14	其他学院	5区
121100018	yHbeuja15	其他学院	3区
131100018	yHbeujb15	其他学院	3区
121090018	yHbeuja16	其他学院	9区
131090018	yHbeujb16	其他学院	6区
121080018	yHbeuja17	其他学院	3区
131080018	yHbeujb17	其他学院	5区
121070018	yHbeuja18	其他学院	1区
131070018	yHbeujb18	其他学院	2区
121060018	yHbeuja19	其他学院	5区
131060018	yHbeujb19	其他学院	11区
121050018	yHbeuja20	其他学院	12区
131050018	yHbeujb20	其他学院	11区
121040018	yHbeuja21	其他学院	1区
131040018	yHbeujb21	其他学院	9区
121030018	yHbeuja22	其他学院	2区
131030018	yHbeujb22	其他学院	7区
121020018	yHbeuja23	其他学院	6区
131020018	yHbeujb23	其他学院	3区
121010018	yHbeuja24	其他学院	10区
131010018	yHbeujb24	其他学院	9区
121250019	GvGoJua	软件学院	11区
131250019	GvGoJub	软件学院	11区
121240019	GvGoJua1	其他学院	8区
131240019	GvGoJub1	其他学院	1区
121230019	GvGoJua2	其他学院	10区
131230019	GvGoJub2	其他学院	6区
121220019	GvGoJua3	其他学院	5区
131220019	GvGoJub3	其他学院	11区
121210019	GvGoJua4	其他学院	4区
131210019	GvGoJub4	其他学院	5区
121200019	GvGoJua5	其他学院	11区
131200019	GvGoJub5	其他学院	10区
121190019	GvGoJua6	其他学院	2区
131190019	GvGoJub6	其他学院	1区
121180019	GvGoJua7	其他学院	8区
131180019	GvGoJub7	其他学院	8区
121170019	GvGoJua8	其他学院	9区
131170019	GvGoJub8	其他学院	3区
121160019	GvGoJua9	其他学院	10区
131160019	GvGoJub9	其他学院	1区
121150019	GvGoJua10	其他学院	13区
131150019	GvGoJub10	其他学院	2区
121140019	GvGoJua11	其他学院	4区
131140019	GvGoJub11	其他学院	9区
121130019	GvGoJua12	其他学院	8区
131130019	GvGoJub12	其他学院	1区
121120019	GvGoJua13	其他学院	5区
131120019	GvGoJub13	其他学院	7区
121110019	GvGoJua14	其他学院	3区
131110019	GvGoJub14	其他学院	8区
121100019	GvGoJua15	其他学院	9区
131100019	GvGoJub15	其他学院	11区
121090019	GvGoJua16	其他学院	7区
131090019	GvGoJub16	其他学院	1区
121080019	GvGoJua17	其他学院	1区
131080019	GvGoJub17	其他学院	11区
121070019	GvGoJua18	其他学院	8区
131070019	GvGoJub18	其他学院	4区
121060019	GvGoJua19	其他学院	6区
131060019	GvGoJub19	其他学院	5区
121050019	GvGoJua20	其他学院	12区
131050019	GvGoJub20	其他学院	8区
121040019	GvGoJua21	其他学院	7区
131040019	GvGoJub21	其他学院	7区
121030019	GvGoJua22	其他学院	10区
131030019	GvGoJub22	其他学院	7区
121020019	GvGoJua23	其他学院	11区
131020019	GvGoJub23	其他学院	9区
121010019	GvGoJua24	其他学院	11区
131010019	GvGoJub24	其他学院	3区
121250020	kDxVnfa	软件学院	12区
131250020	kDxVnfb	软件学院	4区
121240020	kDxVnfa1	其他学院	2区
131240020	kDxVnfb1	其他学院	7区
121230020	kDxVnfa2	其他学院	11区
131230020	kDxVnfb2	其他学院	5区
121220020	kDxVnfa3	其他学院	3区
131220020	kDxVnfb3	其他学院	6区
121210020	kDxVnfa4	其他学院	5区
131210020	kDxVnfb4	其他学院	10区
121200020	kDxVnfa5	其他学院	8区
131200020	kDxVnfb5	其他学院	7区
121190020	kDxVnfa6	其他学院	5区
131190020	kDxVnfb6	其他学院	9区
121180020	kDxVnfa7	其他学院	8区
131180020	kDxVnfb7	其他学院	9区
121170020	kDxVnfa8	其他学院	10区
131170020	kDxVnfb8	其他学院	6区
121160020	kDxVnfa9	其他学院	12区
131160020	kDxVnfb9	其他学院	1区
121150020	kDxVnfa10	其他学院	5区
131150020	kDxVnfb10	其他学院	2区
121140020	kDxVnfa11	其他学院	11区
131140020	kDxVnfb11	其他学院	11区
121130020	kDxVnfa12	其他学院	3区
131130020	kDxVnfb12	其他学院	12区
121120020	kDxVnfa13	其他学院	7区
131120020	kDxVnfb13	其他学院	10区
121110020	kDxVnfa14	其他学院	2区
131110020	kDxVnfb14	其他学院	9区
121100020	kDxVnfa15	其他学院	6区
131100020	kDxVnfb15	其他学院	9区
121090020	kDxVnfa16	其他学院	12区
131090020	kDxVnfb16	其他学院	11区
121080020	kDxVnfa17	其他学院	9区
131080020	kDxVnfb17	其他学院	12区
121070020	kDxVnfa18	其他学院	6区
131070020	kDxVnfb18	其他学院	11区
121060020	kDxVnfa19	其他学院	4区
131060020	kDxVnfb19	其他学院	3区
121050020	kDxVnfa20	其他学院	7区
131050020	kDxVnfb20	其他学院	6区
121040020	kDxVnfa21	其他学院	1区
131040020	kDxVnfb21	其他学院	1区
121030020	kDxVnfa22	其他学院	3区
131030020	kDxVnfb22	其他学院	5区
121020020	kDxVnfa23	其他学院	9区
131020020	kDxVnfb23	其他学院	7区
121010020	kDxVnfa24	其他学院	12区
131010020	kDxVnfb24	其他学院	3区
121250021	FxHplBa	软件学院	3区
131250021	FxHplBb	软件学院	8区
121240021	FxHplBa1	其他学院	3区
131240021	FxHplBb1	其他学院	9区
121230021	FxHplBa2	其他学院	9区
131230021	FxHplBb2	其他学院	1区
121220021	FxHplBa3	其他学院	2区
131220021	FxHplBb3	其他学院	12区
121210021	FxHplBa4	其他学院	9区
131210021	FxHplBb4	其他学院	8区
121200021	FxHplBa5	其他学院	3区
131200021	FxHplBb5	其他学院	13区
121190021	FxHplBa6	其他学院	1区
131190021	FxHplBb6	其他学院	8区
121180021	FxHplBa7	其他学院	6区
131180021	FxHplBb7	其他学院	1区
121170021	FxHplBa8	其他学院	8区
131170021	FxHplBb8	其他学院	11区
121160021	FxHplBa9	其他学院	1区
131160021	FxHplBb9	其他学院	8区
121150021	FxHplBa10	其他学院	13区
131150021	FxHplBb10	其他学院	13区
121140021	FxHplBa11	其他学院	10区
131140021	FxHplBb11	其他学院	1区
121130021	FxHplBa12	其他学院	10区
131130021	FxHplBb12	其他学院	13区
121120021	FxHplBa13	其他学院	11区
131120021	FxHplBb13	其他学院	12区
121110021	FxHplBa14	其他学院	1区
131110021	FxHplBb14	其他学院	2区
121100021	FxHplBa15	其他学院	8区
131100021	FxHplBb15	其他学院	13区
121090021	FxHplBa16	其他学院	10区
131090021	FxHplBb16	其他学院	13区
121080021	FxHplBa17	其他学院	3区
131080021	FxHplBb17	其他学院	5区
121070021	FxHplBa18	其他学院	12区
131070021	FxHplBb18	其他学院	12区
121060021	FxHplBa19	其他学院	13区
131060021	FxHplBb19	其他学院	9区
121050021	FxHplBa20	其他学院	4区
131050021	FxHplBb20	其他学院	10区
121040021	FxHplBa21	其他学院	7区
131040021	FxHplBb21	其他学院	12区
121030021	FxHplBa22	其他学院	2区
131030021	FxHplBb22	其他学院	3区
121020021	FxHplBa23	其他学院	8区
131020021	FxHplBb23	其他学院	1区
121010021	FxHplBa24	其他学院	11区
131010021	FxHplBb24	其他学院	2区
121250022	GkYzyVa	软件学院	11区
131250022	GkYzyVb	软件学院	5区
121240022	GkYzyVa1	其他学院	10区
131240022	GkYzyVb1	其他学院	3区
121230022	GkYzyVa2	其他学院	8区
131230022	GkYzyVb2	其他学院	3区
121220022	GkYzyVa3	其他学院	7区
131220022	GkYzyVb3	其他学院	8区
121210022	GkYzyVa4	其他学院	12区
131210022	GkYzyVb4	其他学院	13区
121200022	GkYzyVa5	其他学院	13区
131200022	GkYzyVb5	其他学院	11区
121190022	GkYzyVa6	其他学院	9区
131190022	GkYzyVb6	其他学院	11区
121180022	GkYzyVa7	其他学院	5区
131180022	GkYzyVb7	其他学院	12区
121170022	GkYzyVa8	其他学院	12区
131170022	GkYzyVb8	其他学院	2区
121160022	GkYzyVa9	其他学院	1区
131160022	GkYzyVb9	其他学院	1区
121150022	GkYzyVa10	其他学院	12区
131150022	GkYzyVb10	其他学院	9区
121140022	GkYzyVa11	其他学院	5区
131140022	GkYzyVb11	其他学院	3区
121130022	GkYzyVa12	其他学院	3区
131130022	GkYzyVb12	其他学院	12区
121120022	GkYzyVa13	其他学院	3区
131120022	GkYzyVb13	其他学院	10区
121110022	GkYzyVa14	其他学院	12区
131110022	GkYzyVb14	其他学院	1区
121100022	GkYzyVa15	其他学院	3区
131100022	GkYzyVb15	其他学院	5区
121090022	GkYzyVa16	其他学院	13区
131090022	GkYzyVb16	其他学院	3区
121080022	GkYzyVa17	其他学院	11区
131080022	GkYzyVb17	其他学院	2区
121070022	GkYzyVa18	其他学院	8区
131070022	GkYzyVb18	其他学院	13区
121060022	GkYzyVa19	其他学院	1区
131060022	GkYzyVb19	其他学院	11区
121050022	GkYzyVa20	其他学院	3区
131050022	GkYzyVb20	其他学院	8区
121040022	GkYzyVa21	其他学院	13区
131040022	GkYzyVb21	其他学院	8区
121030022	GkYzyVa22	其他学院	9区
131030022	GkYzyVb22	其他学院	8区
121020022	GkYzyVa23	其他学院	10区
131020022	GkYzyVb23	其他学院	3区
121010022	GkYzyVa24	其他学院	2区
131010022	GkYzyVb24	其他学院	9区
121250023	SHcYFfa	软件学院	9区
131250023	SHcYFfb	软件学院	3区
121240023	SHcYFfa1	其他学院	8区
131240023	SHcYFfb1	其他学院	11区
121230023	SHcYFfa2	其他学院	1区
131230023	SHcYFfb2	其他学院	7区
121220023	SHcYFfa3	其他学院	2区
131220023	SHcYFfb3	其他学院	7区
121210023	SHcYFfa4	其他学院	3区
131210023	SHcYFfb4	其他学院	13区
121200023	SHcYFfa5	其他学院	7区
131200023	SHcYFfb5	其他学院	13区
121190023	SHcYFfa6	其他学院	7区
131190023	SHcYFfb6	其他学院	12区
121180023	SHcYFfa7	其他学院	6区
131180023	SHcYFfb7	其他学院	1区
121170023	SHcYFfa8	其他学院	7区
131170023	SHcYFfb8	其他学院	4区
121160023	SHcYFfa9	其他学院	8区
131160023	SHcYFfb9	其他学院	6区
121150023	SHcYFfa10	其他学院	11区
131150023	SHcYFfb10	其他学院	10区
121140023	SHcYFfa11	其他学院	6区
131140023	SHcYFfb11	其他学院	2区
121130023	SHcYFfa12	其他学院	13区
131130023	SHcYFfb12	其他学院	3区
121120023	SHcYFfa13	其他学院	11区
131120023	SHcYFfb13	其他学院	4区
121110023	SHcYFfa14	其他学院	6区
131110023	SHcYFfb14	其他学院	9区
121100023	SHcYFfa15	其他学院	6区
131100023	SHcYFfb15	其他学院	5区
121090023	SHcYFfa16	其他学院	8区
131090023	SHcYFfb16	其他学院	2区
121080023	SHcYFfa17	其他学院	1区
131080023	SHcYFfb17	其他学院	6区
121070023	SHcYFfa18	其他学院	11区
131070023	SHcYFfb18	其他学院	13区
121060023	SHcYFfa19	其他学院	3区
131060023	SHcYFfb19	其他学院	3区
121050023	SHcYFfa20	其他学院	7区
131050023	SHcYFfb20	其他学院	13区
121040023	SHcYFfa21	其他学院	12区
131040023	SHcYFfb21	其他学院	9区
121030023	SHcYFfa22	其他学院	2区
131030023	SHcYFfb22	其他学院	10区
121020023	SHcYFfa23	其他学院	1区
131020023	SHcYFfb23	其他学院	11区
121010023	SHcYFfa24	其他学院	5区
131010023	SHcYFfb24	其他学院	7区
121250024	SwlnMXa	软件学院	12区
131250024	SwlnMXb	软件学院	8区
121240024	SwlnMXa1	其他学院	2区
131240024	SwlnMXb1	其他学院	4区
121230024	SwlnMXa2	其他学院	8区
131230024	SwlnMXb2	其他学院	9区
121220024	SwlnMXa3	其他学院	1区
131220024	SwlnMXb3	其他学院	2区
121210024	SwlnMXa4	其他学院	3区
131210024	SwlnMXb4	其他学院	13区
121200024	SwlnMXa5	其他学院	8区
131200024	SwlnMXb5	其他学院	6区
121190024	SwlnMXa6	其他学院	8区
131190024	SwlnMXb6	其他学院	10区
121180024	SwlnMXa7	其他学院	5区
131180024	SwlnMXb7	其他学院	13区
121170024	SwlnMXa8	其他学院	8区
131170024	SwlnMXb8	其他学院	3区
121160024	SwlnMXa9	其他学院	4区
131160024	SwlnMXb9	其他学院	13区
121150024	SwlnMXa10	其他学院	4区
131150024	SwlnMXb10	其他学院	10区
121140024	SwlnMXa11	其他学院	5区
131140024	SwlnMXb11	其他学院	3区
121130024	SwlnMXa12	其他学院	9区
131130024	SwlnMXb12	其他学院	4区
121120024	SwlnMXa13	其他学院	10区
131120024	SwlnMXb13	其他学院	4区
121110024	SwlnMXa14	其他学院	9区
131110024	SwlnMXb14	其他学院	8区
121100024	SwlnMXa15	其他学院	13区
131100024	SwlnMXb15	其他学院	13区
121090024	SwlnMXa16	其他学院	4区
131090024	SwlnMXb16	其他学院	1区
121080024	SwlnMXa17	其他学院	3区
131080024	SwlnMXb17	其他学院	1区
121070024	SwlnMXa18	其他学院	12区
131070024	SwlnMXb18	其他学院	5区
121060024	SwlnMXa19	其他学院	13区
